科目代號,學分數,科目名稱(中),科目名稱(英),授課教師(中),授課教師(英),開課系級,上課時間(中),上課時間(英),上課地點,修別,授課語文,"是否為核心通識",異動備註,科目備註說明,
601600001,2.0,物權法實例研習,Case Study on,吳瑾瑜,WU JIIN-YU,法律二甲,三34,wed10-12 wed 10 11,大仁200101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2017/12/25;,＠備註Note:本課程教授內容為民法物權課程之延續，敬請大四同學勿選修此門課程。,
601616001,2.0,家事事件法,Family Case Law,許政賢,HSU CHENG-HSIEN,法律四甲,五34,fri10-12 fri 10 11,大勇210105,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601630001,2.0,法律服務,Legal Aid,許政賢,HSU CHENG-HSIEN,法律三甲,一C二C,"mon12-13,tue12-13 mon",綜合270103,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601640001,2.0,身分法案例實習,Study Cases on,林秀雄,LIN HSIU-HSIUNG,法律三甲,五56,fri14-16 fri 14 15,綜合270101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601674001,2.0,集體勞動法,Collective Labor Law,林佳和,LIN CHIA-HO,法律三甲,三56,wed14-16 wed 14 15,大勇210104,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601679001,3.0,刑法實例研習,Study on Criminal,李聖傑,LEE SHENG-CHIEH,法律三甲,三234,wed09-12 wed 09 10 11,綜合270101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601757001,2.0,政府採購法,Government,顏玉明,"YAN ANNA,YUH-MING",法律三甲,三56,wed14-16 wed 14 15,綜合271407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:全球政府採購學程必修課。,
601821001,2.0,仲裁法,Arbitration Law,李家慶,Lee Chia-Ching,法律二甲,三78,wed16-18 wed 16 17,綜合270202,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601900001,2.0,強制執行法與破,Compulsory,劉明生,LIU MING SHENG,法律四甲,三56,wed14-16 wed 14 15,大勇210205,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601915001,1.0,消費者保護法,Law of Consumer,楊淑文,YANG SHWU-WEN,法律三甲,三3,wed10-11  wed 10,綜合270102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601943001,3.0,日文（二）,Japanese（II）,陳洸岳,CHEN GUANG-YUEH,法律一甲,一EF三D,"mon18-20,wed13-14 mon",綜合270101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
601944001,3.0,德文（二）,German (II),黃程貫,HWANG CHENG-GUAN,法律一甲,四D56,thu13-16 thu 13 14 15,大勇210201,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
651043001,3.0,英文法學名著選,Selected Reading on,廖元豪,LIAO YUAN-HAO,法律碩一,二234,tue09-12 tue 09 10 11,綜合271315,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:碩士班語文課程，博士生選修不計入其畢業學分,
651067011,2.0,行政法專題研究,Administration Law,詹鎮榮,CHAN CHEN-JUNG,法律碩一,三78,wed16-18 wed 16 17,綜合271411,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651081001,3.0,英文法學名著選,Selected Reading on,何克,HO KE,法律碩一,五EFG,fri18-21 fri 18 19 20,綜合271410,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:碩士班語文課程，博士生選修不計入其畢業學分,
651087001,3.0,行政法專題研究,Administrative Law,劉宗德,LIOU TZONG-DER,法律碩一,五FGH,fri19-22 fri 19 20 21,綜合271408,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/23;,＠備註Note:碩、博士班合開課程,
651098001,2.0,侵權行為法專題,Torts Seminar (I),王千維,WANG CHIEN-WEI,法律碩一,二34,tue10-12 tue 10 11,綜合271407,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651160001,2.0,中國法律思想史,History of Chinese,黃源盛,HUANG YUAN-SHENG,法律碩一,三78,wed16-18 wed 16 17,綜合271407,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:課程主題為法律繼受；與學士班課程合開，博士生選修不計入其畢業學分專題研究,
651171001,3.0,日文法學名著選,Selected Reading in,劉宗德,LIOU TZONG-DER,法律碩一,五678,fri15-18 fri 15 16 17,綜合271315,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩士班語文課程，博士生選修不計入其畢業學分,
651172001,3.0,德文法學名著選,Selected Reading in,黃程貫,HWANG CHENG-GUAN,法律碩一,一D56,mon13-16 mon 13 14 15,綜合271407,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩士班語文課程，博士生選修不計入其畢業學分,
651181001,2.0,公司法專題研究,Company Law,劉連煜,LIU LEN-YU,法律碩一,五34,fri10-12 fri 10 11,綜合271407,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651220001,2.0,社會法專題研究,Social Welfare Law,孫迺翊,SUN NAI-YI,法律碩一,二56,tue14-16 tue 14 15,綜合271411,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:碩、博士班合開課程,
651230001,2.0,財產法專題研究,Property Law,蘇永欽,SU YUNG-CHIN,法律碩一,二FG,tue19-21 tue 19 20,憩賢030412,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651277001,2.0,國際公法專題研,International Law,陳貞如,CHEN CHEN-JU,法律碩一,二34,tue10-12 tue 10 11,綜合271408,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651284001,2.0,消費者保護法專,Consumer Protection,楊淑文,YANG SHWU-WEN,法律碩一,二56,tue14-16 tue 14 15,綜合271407,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651297001,2.0,刑事訴訟法專題,Criminal Procedure,楊雲驊,YANG YUN-HUA,法律碩一,五12,fri08-10 fri 08 09,綜合271407,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651316001,2.0,財產法專題研究,Property Law,蘇永欽,SU YUNG-CHIN,法律碩一,一FG,mon19-21 mon 19 20,,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2018/01/12;,＠備註Note:課程主題為民法典；碩、博士班合開課程,
651322001,2.0,比較憲法專題研,Comparative,蘇永欽,SU YUNG-CHIN,法律碩一,一FG,mon19-21 mon 19 20,憩賢030412,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:課程主題為憲法法院；碩、博士班合開課程,
651357001,2.0,保險法專題研究,Insurance Law,張冠群,CHANG KUAN-CHUN,法律碩一,四34,thu10-12 thu 10 11,綜合270305,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651370001,2.0,勞動契約法專題,Seminar on Law of,林佳和,LIN CHIA-HO,法律碩一,三34,wed10-12 wed 10 11,綜合271408,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651430001,2.0,刑罰思想史專題,Seminar on,許恒達,HSU HENG-DA,法律碩一,四34,thu10-12 thu 10 11,綜合271407,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651547001,2.0,國際智慧財產權,Seminar on,沈宗倫,SHEN CHUNG-LUN,法律碩一,四78,thu16-18 thu 16 17,綜合271411,群/Partially,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651550001,3.0,環境保護法專題,Seminar on,傅玲靜,FU LING-CHING,法律碩一,一78E,mon16-19 mon 16 17 18,綜合271410,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
651553001,2.0,刑事法律實務,Practice of Criminal,王屏夏,WANG PING HSIA,法律碩一,五8E,fri17-19 fri 17 18,綜合271407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:授課教師為臺灣高等法院刑事庭法官,
651554001,2.0,民事法律實務,Practice of Civil Law,蕭胤瑮,HSIAO YIN-LI,法律碩一,五8E,fri17-19 fri 17 18,綜合271411,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:授課教師為臺灣高等法院民事庭法官,
651555001,3.0,金融科技法制與,Seminar on FinTech,臧正運,TSANG CHENG-YUN,法律碩一,一EFG,mon18-21 mon 18 19 20,綜合271315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:N/A,
651556001,3.0,著作權法律與管,Seminar on,馮震宇,FONG JERRY G.,法律碩一,四D56,thu13-16 thu 13 14 15,商館260304,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
651557001,3.0,文化與法律（,Culture and Law (I),王曉丹,WANG HSIAO-TAN,法律碩一,五D56,fri13-16 fri 13 14 15,綜合271407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:本課程得認定為基礎法組「法社會學專題研究」課程,
651559001,1.0,歐盟訴訟法專題,Seminar on European,許耀明,HSU YAO-MING,法律碩一,二7,tue16-17  tue 16,綜合271410,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651560001,2.0,法律診療－勞動,Legal Clinic -,陳金泉,CHEN KING CHUAN,法律碩一,四56,thu14-16 thu 14 15,綜合271315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分；限已修畢民事訴訟法課程之同學選修,
651564001,2.0,專利與競爭專題,Seminar on Patent,王立達,WANG LI-DAR,法律碩一,二78,tue16-18 tue 16 17,綜合271408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:N/A,
651582001,1.0,刑法中心公益服,Pro Bono Legal,陳志輝,CHEN JYH-HUEI,法律碩一,一2,mon09-10  mon 09,綜合271407,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651639001,2.0,財法中心公益服,Pro Bono Legal,朱德芳,CHU TE-FANG,法律碩一,二CD,tue12-14 tue 12 13,綜合271410,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651641001,2.0,國際人道法與難,International,蔡沛倫,TSAI PEI-LUN,法律碩一,二FG,tue19-21 tue 19 20,綜合271407,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651645001,2.0,財經法律實務研,Introduction of Legal,陳長文,CHEN CHARNG-VEN,法律碩一,三EF,wed18-20 wed 18 19,綜合271315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651657001,2.0,公寓大廈管理條,Department and,吳瑾瑜,WU JIIN-YU,法律碩一,四78,thu16-18 thu 16 17,綜合271407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:N/A,
651717001,2.0,公司法案例研習,Case Studies on,朱德芳、許政,CHU TE-FANG/HSU CHENG-HSIEN,法律碩一,五56,fri14-16 fri 14 15,綜合271411,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651719001,3.0,WTO專題研究：,WTO Seminar:,洪德欽,HORNG DER-CHIN,法律碩一,四EFG,thu18-21 thu 18 19 20,商館260305,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
651722001,3.0,法學思維與刑法,Legal Thinking and,陳志輝,CHEN JYH-HUEI,法律碩一,四234,thu09-12 thu 09 10 11,綜合271411,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651726001,3.0,國際貿易與法律,Intertrade and Law,洪德欽、許耀,HORNG DER-CHIN/HSU YAO-,法律碩一,四567,thu14-17 thu 14 15 16,綜合271408,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程得認定為公法乙組「WTO 法專題研究」國際法課程,
651813001,2.0,財經法綜合研習,Comprehensive Study,朱德芳、程春,CHU TE-FANG/CHENG CHUN-YIH,法律碩一,三78,wed16-18 wed 16 17,大勇210104,選/Elective,中文,否/No,＠異動資訊Information of alteration:教師異動於2018/01/24;,＠備註Note:與學士班課程合開，博士生選修不計入其畢業學分,
651923001,2.0,大陸經貿法律研,Study on Economic,王文杰,WANG WEN-CHIEH,法律碩一,三34,wed10-12 wed 10 11,綜合271315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652096001,2.0,法律文件寫作與,Legal Writing and,顏玉明,"YAN ANNA,YUH-MING",法科碩一,三34,wed10-12 wed 10 11,綜合271316,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:N/A,
652098001,3.0,憲法,Constitution,劉定基,LIU TING-CHI,法科碩一,四234,thu09-12 thu 09 10 11,綜合270208,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652099002,4.0,民法,Civil Law,周伯峰、劉宏,CHOU PO-FENG/LIU HUNG-EN,法科碩一,二34四56,"tue10-12,thu14-16 tue 10",綜合270203,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:106 學年度第 2 學期上課時間異動為每週二 34 節及每週四 56 節,
652100002,3.0,刑法,Criminal Law,李聖傑,LEE SHENG-CHIEH,法科碩一,二D56,tue13-16 tue 13 14 15,綜合271315,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652103001,3.0,刑事訴訟法,Law of Criminal,何賴傑,HER LAI-JIER,法科碩一,三567,wed14-17 wed 14 15 16,綜合270101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2018/01/17;,＠備註Note:N/A,
652116001,3.0,文化與法律（,Culture and Law (Ⅰ),王曉丹,WANG HSIAO-TAN,法科碩一,五D56,fri13-16 fri 13 14 15,綜合271407,群/Partially,中文,否/No,＠異動資訊Information of alteration:教室異動於2018/01/26;,＠備註Note:N/A,
652139001,3.0,行政救濟法,Law on,詹鎮榮,CHAN CHEN-JUNG,法科碩一,四234,thu09-12 thu 09 10 11,大智190101,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652141001,3.0,刑事政策,Criminal Policy,謝如媛,HSIEH JU-YUAN,法科碩一,三D56,wed13-16 wed 13 14 15,大勇210207,群/Partially,中文,否/No,＠異動資訊Information of alteration:教室異動於2017/12/29;,＠備註Note:需有刑法、犯罪學或少年法等課程基礎,
652146001,3.0,社會法,Social Welfare Law,孫迺翊,SUN NAI-YI,法科碩一,三234,wed09-12 wed 09 10 11,大勇210206,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652154001,3.0,國際貿易與法律,Intertrade and Law（,洪德欽、許耀,HORNG DER-CHIN/HSU YAO-,法科碩一,四567,thu14-17 thu 14 15 16,綜合271408,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652156001,2.0,工程與法律（,Construction  and,黃立、顏玉明,"HWANG LI/YAN ANNA,YUH-MING",法科碩一,一56,mon14-16 mon 14 15,綜合271411,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩、博士班合開課程,
652159001,2.0,刑事法綜合研習,Comprehensive Study,林俊益,LIN JIUN-YI,法科碩一,一5678,mon14-18 mon 14 15 16,綜合270751,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程隔週上課，上課時間為 02 / 26、03 / 12、03 / 26、04 / 09、04 / 23、05 / 07、05 / 21、06 / 04、06 / 25；旁聽生請勿事先佔位，原修習學生,
652160002,2.0,法律服務,Legal Aid,許政賢,HSU CHENG-HSIEN,法科碩二,一C二C,"mon12-13,tue12-13 mon",綜合270103,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652161001,3.0,刑事訴訟法（,Law of Criminal,何賴傑,HER LAI-JIER,法科碩一,一D56,mon13-16 mon 13 14 15,大智190101,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
652161011,3.0,刑事訴訟法（,Law of Criminal,楊雲驊,YANG YUN-HUA,法科碩一,一D56,mon13-16 mon 13 14 15,大勇210106,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
